,TweetID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0,1.0,0.14301938838683884,0.3046358979224712,0.3181818181818182,0.251259453814803,0.10341753799900383,0.22019275302527208,0.045454545454545456,0.17407765595569785,0.1421338109037403,0.050251890762960605,0.10660035817780521,0.1507556722888818,0.23652495839563303,0.2727272727272727,0.22019275302527208,0.31980107453341566,0.23652495839563303,0.38533731779422614,0.24618298195866545,0.12309149097933272,0.23652495839563303,0.05698028822981897,0.12309149097933272,0.0,0.1709408646894569,0.22019275302527208,0.1928473039599675,0.05913123959890826,0.1348399724926484,0.11396057645963795,0.22727272727272727,0.20683507599800766,0.19564639521780736,0.12856486930664499,0.11826247919781652,0.1348399724926484,0.16514456476895406,0.12856486930664499,0.051708768999501914,0.25712973861328997
1,1,0.14301938838683884,0.9999999999999998,0.22821773229381923,0.14301938838683884,0.10540925533894598,0.16269784336399212,0.11547005383792514,0.14301938838683884,0.18257418583505536,0.14907119849998599,0.15811388300841897,0.22360679774997896,0.15811388300841897,0.24806946917841693,0.19069251784911842,0.1732050807568877,0.11180339887498948,0.12403473458920847,0.23094010767585027,0.12909944487358055,0.12909944487358055,0.24806946917841693,0.17928429140015903,0.19364916731037085,0.0,0.11952286093343936,0.11547005383792514,0.26967994498529685,0.12403473458920847,0.14142135623730948,0.11952286093343936,0.0,0.16269784336399212,0.1538967528127731,0.20225995873897262,0.12403473458920847,0.21213203435596423,0.1732050807568877,0.20225995873897262,0.10846522890932808,0.20225995873897262
2,2,0.3046358979224712,0.22821773229381923,1.0000000000000002,0.3481553119113957,0.14433756729740646,0.09901475429766744,0.15811388300841897,0.0,0.08333333333333334,0.06804138174397717,0.04811252243246882,0.10206207261596577,0.07216878364870323,0.28306925853614895,0.2175970699446223,0.15811388300841897,0.15309310892394865,0.16984155512168939,0.3689323936863109,0.1767766952966369,0.1767766952966369,0.28306925853614895,0.0545544725589981,0.05892556509887897,0.0,0.1636634176769943,0.15811388300841897,0.18463723646899913,0.16984155512168939,0.12909944487358058,0.0545544725589981,0.39167472590032015,0.14852213144650114,0.1873171623163388,0.061545745489666376,0.056613851707229795,0.06454972243679029,0.15811388300841897,0.18463723646899913,0.09901475429766744,0.18463723646899913
3,3,0.3181818181818182,0.14301938838683884,0.3481553119113957,1.0,0.15075567228888181,0.051708768999501914,0.22019275302527208,0.045454545454545456,0.08703882797784893,0.07106690545187015,0.050251890762960605,0.10660035817780521,0.0753778361444409,0.23652495839563303,0.2727272727272727,0.16514456476895406,0.21320071635561041,0.17739371879672478,0.2752409412815901,0.1846372364689991,0.06154574548966636,0.17739371879672478,0.05698028822981897,0.06154574548966636,0.0,0.1709408646894569,0.22019275302527208,0.12856486930664499,0.05913123959890826,0.0674199862463242,0.05698028822981897,0.22727272727272727,0.15512630699850574,0.14673479641335552,0.06428243465332249,0.05913123959890826,0.0674199862463242,0.11009637651263604,0.12856486930664499,0.051708768999501914,0.25712973861328997
4,4,0.251259453814803,0.10540925533894598,0.14433756729740646,0.15075567228888181,1.0000000000000002,0.05716619504750295,0.12171612389003691,0.10050378152592121,0.09622504486493764,0.07856742013183861,0.11111111111111113,0.11785113019775793,0.08333333333333333,0.1307440900921227,0.15075567228888181,0.18257418583505539,0.1767766952966369,0.19611613513818407,0.24343224778007383,0.13608276348795434,0.13608276348795434,0.1307440900921227,0.06299407883487121,0.13608276348795434,0.0,0.18898223650461363,0.12171612389003691,0.1421338109037403,0.06537204504606135,0.07453559924999299,0.06299407883487121,0.15075567228888181,0.1143323900950059,0.05407380704358752,0.07106690545187015,0.1307440900921227,0.07453559924999299,0.06085806194501846,0.1421338109037403,0.1143323900950059,0.1421338109037403
5,5,0.10341753799900383,0.16269784336399212,0.09901475429766744,0.051708768999501914,0.05716619504750295,1.0,0.06262242910851494,0.10341753799900383,0.2970442628930023,0.242535625036333,0.05716619504750295,0.12126781251816648,0.17149858514250882,0.13453455879926252,0.15512630699850574,0.12524485821702988,0.12126781251816648,0.06726727939963126,0.06262242910851494,0.140028008402801,0.140028008402801,0.13453455879926252,0.12964074471043288,0.140028008402801,0.0,0.06482037235521644,0.12524485821702988,0.14625448482542613,0.13453455879926252,0.2300894966542111,0.19446111706564934,0.051708768999501914,0.11764705882352941,0.11128297681493142,0.14625448482542613,0.06726727939963126,0.3834824944236852,0.12524485821702988,0.07312724241271307,0.11764705882352941,0.14625448482542613
6,6,0.22019275302527208,0.11547005383792514,0.15811388300841897,0.22019275302527208,0.12171612389003691,0.06262242910851494,0.9999999999999999,0.0,0.21081851067789195,0.17213259316477406,0.06085806194501846,0.12909944487358055,0.09128709291752767,0.1432229748078866,0.2752409412815901,0.1333333333333333,0.2581988897471611,0.1432229748078866,0.1333333333333333,0.223606797749979,0.14907119849998599,0.0716114874039433,0.06900655593423542,0.07453559924999299,0.0,0.13801311186847084,0.1333333333333333,0.0778498944161523,0.0716114874039433,0.0816496580927726,0.2760262237369417,0.11009637651263604,0.12524485821702988,0.11846977555181847,0.0778498944161523,0.0716114874039433,0.1632993161855452,0.19999999999999998,0.1556997888323046,0.06262242910851494,0.23354968324845687
7,7,0.045454545454545456,0.14301938838683884,0.0,0.045454545454545456,0.10050378152592121,0.10341753799900383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11826247919781652,0.0,0.22019275302527208,0.053300179088902604,0.0,0.11009637651263604,0.0,0.0,0.05913123959890826,0.11396057645963795,0.1846372364689991,0.0,0.05698028822981897,0.05504818825631802,0.1928473039599675,0.05913123959890826,0.0,0.05698028822981897,0.0,0.10341753799900383,0.0,0.0,0.05913123959890826,0.2022599587389726,0.0,0.0,0.0,0.12856486930664499
8,8,0.17407765595569785,0.18257418583505536,0.08333333333333334,0.08703882797784893,0.09622504486493764,0.2970442628930023,0.21081851067789195,0.0,1.0000000000000002,0.5443310539518174,0.09622504486493764,0.20412414523193154,0.2886751345948129,0.11322770341445959,0.17407765595569785,0.10540925533894598,0.20412414523193154,0.11322770341445959,0.10540925533894598,0.23570226039551587,0.11785113019775793,0.22645540682891918,0.1091089451179962,0.11785113019775793,0.0,0.1091089451179962,0.21081851067789195,0.12309149097933275,0.11322770341445959,0.25819888974716115,0.4364357804719848,0.08703882797784893,0.09901475429766744,0.1873171623163388,0.2461829819586655,0.11322770341445959,0.5163977794943223,0.31622776601683794,0.2461829819586655,0.09901475429766744,0.12309149097933275
9,9,0.1421338109037403,0.14907119849998599,0.06804138174397717,0.07106690545187015,0.07856742013183861,0.242535625036333,0.17213259316477406,0.0,0.5443310539518174,1.0,0.07856742013183861,0.16666666666666666,0.2357022603955158,0.09245003270420486,0.1421338109037403,0.08606629658238703,0.16666666666666666,0.09245003270420486,0.08606629658238703,0.19245008972987526,0.09622504486493763,0.18490006540840973,0.0890870806374748,0.09622504486493763,0.0,0.0890870806374748,0.17213259316477406,0.10050378152592121,0.09245003270420486,0.21081851067789195,0.44543540318737396,0.07106690545187015,0.08084520834544433,0.15294382258037448,0.20100756305184242,0.09245003270420486,0.4216370213557839,0.2581988897471611,0.20100756305184242,0.16169041669088866,0.10050378152592121
10,10,0.050251890762960605,0.15811388300841897,0.04811252243246882,0.050251890762960605,0.11111111111111113,0.05716619504750295,0.06085806194501846,0.0,0.09622504486493764,0.07856742013183861,1.0000000000000002,0.11785113019775793,0.08333333333333333,0.06537204504606135,0.10050378152592121,0.06085806194501846,0.05892556509887897,0.19611613513818407,0.06085806194501846,0.06804138174397717,0.06804138174397717,0.06537204504606135,0.06299407883487121,0.06804138174397717,0.0,0.06299407883487121,0.06085806194501846,0.07106690545187015,0.06537204504606135,0.07453559924999299,0.06299407883487121,0.050251890762960605,0.05716619504750295,0.05407380704358752,0.07106690545187015,0.06537204504606135,0.07453559924999299,0.06085806194501846,0.1421338109037403,0.1143323900950059,0.07106690545187015
11,11,0.10660035817780521,0.22360679774997896,0.10206207261596577,0.10660035817780521,0.11785113019775793,0.12126781251816648,0.12909944487358055,0.0,0.20412414523193154,0.16666666666666666,0.11785113019775793,1.0,0.17677669529663687,0.1386750490563073,0.21320071635561041,0.12909944487358055,0.125,0.1386750490563073,0.12909944487358055,0.14433756729740646,0.14433756729740646,0.1386750490563073,0.1336306209562122,0.14433756729740646,0.0,0.1336306209562122,0.12909944487358055,0.15075567228888181,0.1386750490563073,0.15811388300841897,0.1336306209562122,0.0,0.24253562503633297,0.11470786693528087,0.15075567228888181,0.1386750490563073,0.15811388300841897,0.12909944487358055,0.15075567228888181,0.12126781251816648,0.15075567228888181
12,12,0.1507556722888818,0.15811388300841897,0.07216878364870323,0.0753778361444409,0.08333333333333333,0.17149858514250882,0.09128709291752767,0.0,0.2886751345948129,0.2357022603955158,0.08333333333333333,0.17677669529663687,0.9999999999999998,0.09805806756909201,0.1507556722888818,0.09128709291752767,0.17677669529663687,0.09805806756909201,0.09128709291752767,0.20412414523193148,0.10206207261596574,0.09805806756909201,0.0944911182523068,0.10206207261596574,0.0,0.0944911182523068,0.18257418583505533,0.10660035817780521,0.19611613513818402,0.22360679774997896,0.1889822365046136,0.0753778361444409,0.17149858514250882,0.16222142113076252,0.21320071635561041,0.09805806756909201,0.22360679774997896,0.18257418583505533,0.10660035817780521,0.08574929257125441,0.10660035817780521
13,13,0.23652495839563303,0.24806946917841693,0.28306925853614895,0.23652495839563303,0.1307440900921227,0.13453455879926252,0.1432229748078866,0.11826247919781652,0.11322770341445959,0.09245003270420486,0.06537204504606135,0.1386750490563073,0.09805806756909201,1.0000000000000002,0.17739371879672478,0.21483446221182986,0.1386750490563073,0.15384615384615385,0.2864459496157732,0.16012815380508716,0.16012815380508716,0.2307692307692308,0.14824986333222026,0.16012815380508716,0.0,0.14824986333222026,0.1432229748078866,0.25087260300212727,0.07692307692307693,0.08770580193070293,0.07412493166611013,0.11826247919781652,0.20180183819889375,0.12725695259515554,0.08362420100070908,0.07692307692307693,0.17541160386140586,0.1432229748078866,0.16724840200141816,0.06726727939963126,0.25087260300212727
14,14,0.2727272727272727,0.19069251784911842,0.2175970699446223,0.2727272727272727,0.15075567228888181,0.15512630699850574,0.2752409412815901,0.0,0.17407765595569785,0.1421338109037403,0.10050378152592121,0.21320071635561041,0.1507556722888818,0.17739371879672478,1.0,0.16514456476895406,0.26650089544451305,0.17739371879672478,0.16514456476895406,0.1846372364689991,0.1846372364689991,0.11826247919781652,0.1709408646894569,0.12309149097933272,0.0,0.1709408646894569,0.16514456476895406,0.12856486930664499,0.17739371879672478,0.2022599587389726,0.11396057645963795,0.09090909090909091,0.15512630699850574,0.19564639521780736,0.12856486930664499,0.11826247919781652,0.1348399724926484,0.11009637651263604,0.12856486930664499,0.15512630699850574,0.3214121732666125
15,15,0.22019275302527208,0.1732050807568877,0.15811388300841897,0.16514456476895406,0.18257418583505539,0.12524485821702988,0.1333333333333333,0.22019275302527208,0.10540925533894598,0.08606629658238703,0.06085806194501846,0.12909944487358055,0.09128709291752767,0.21483446221182986,0.16514456476895406,0.9999999999999999,0.19364916731037085,0.1432229748078866,0.2666666666666666,0.29814239699997197,0.07453559924999299,0.1432229748078866,0.13801311186847084,0.223606797749979,0.0,0.13801311186847084,0.2666666666666666,0.23354968324845687,0.1432229748078866,0.0816496580927726,0.13801311186847084,0.11009637651263604,0.18786728732554484,0.05923488777590923,0.0778498944161523,0.0716114874039433,0.24494897427831777,0.19999999999999998,0.0778498944161523,0.18786728732554484,0.23354968324845687
16,16,0.31980107453341566,0.11180339887498948,0.15309310892394865,0.21320071635561041,0.1767766952966369,0.12126781251816648,0.2581988897471611,0.053300179088902604,0.20412414523193154,0.16666666666666666,0.05892556509887897,0.125,0.17677669529663687,0.1386750490563073,0.26650089544451305,0.19364916731037085,1.0,0.1386750490563073,0.19364916731037085,0.2886751345948129,0.07216878364870323,0.1386750490563073,0.0668153104781061,0.14433756729740646,0.10206207261596577,0.1336306209562122,0.19364916731037085,0.15075567228888181,0.06933752452815364,0.15811388300841897,0.2004459314343183,0.15990053726670783,0.12126781251816648,0.22941573387056174,0.15075567228888181,0.06933752452815364,0.15811388300841897,0.12909944487358055,0.07537783614444091,0.06063390625908324,0.22613350843332272
17,17,0.23652495839563303,0.12403473458920847,0.16984155512168939,0.17739371879672478,0.19611613513818407,0.06726727939963126,0.1432229748078866,0.0,0.11322770341445959,0.09245003270420486,0.19611613513818407,0.1386750490563073,0.09805806756909201,0.15384615384615385,0.17739371879672478,0.1432229748078866,0.1386750490563073,1.0000000000000002,0.1432229748078866,0.16012815380508716,0.08006407690254358,0.07692307692307693,0.07412493166611013,0.08006407690254358,0.0,0.14824986333222026,0.1432229748078866,0.08362420100070908,0.15384615384615385,0.08770580193070293,0.07412493166611013,0.17739371879672478,0.20180183819889375,0.12725695259515554,0.08362420100070908,0.2307692307692308,0.08770580193070293,0.0716114874039433,0.16724840200141816,0.13453455879926252,0.16724840200141816
18,18,0.38533731779422614,0.23094010767585027,0.3689323936863109,0.2752409412815901,0.24343224778007383,0.06262242910851494,0.1333333333333333,0.11009637651263604,0.10540925533894598,0.08606629658238703,0.06085806194501846,0.12909944487358055,0.09128709291752767,0.2864459496157732,0.16514456476895406,0.2666666666666666,0.19364916731037085,0.1432229748078866,0.9999999999999999,0.14907119849998599,0.14907119849998599,0.4296689244236597,0.06900655593423542,0.14907119849998599,0.0,0.13801311186847084,0.1333333333333333,0.3113995776646092,0.1432229748078866,0.0816496580927726,0.06900655593423542,0.11009637651263604,0.12524485821702988,0.1777046633277277,0.0778498944161523,0.1432229748078866,0.1632993161855452,0.19999999999999998,0.23354968324845687,0.06262242910851494,0.1556997888323046
19,19,0.24618298195866545,0.12909944487358055,0.1767766952966369,0.1846372364689991,0.13608276348795434,0.140028008402801,0.223606797749979,0.0,0.23570226039551587,0.19245008972987526,0.06804138174397717,0.14433756729740646,0.20412414523193148,0.16012815380508716,0.1846372364689991,0.29814239699997197,0.2886751345948129,0.16012815380508716,0.14907119849998599,1.0000000000000002,0.08333333333333334,0.08006407690254358,0.07715167498104597,0.08333333333333334,0.0,0.15430334996209194,0.29814239699997197,0.08703882797784893,0.08006407690254358,0.18257418583505536,0.23145502494313788,0.1846372364689991,0.140028008402801,0.13245323570650439,0.17407765595569785,0.08006407690254358,0.18257418583505536,0.223606797749979,0.08703882797784893,0.140028008402801,0.17407765595569785
